"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
" 0.957171384891524
-299 0.644009340178838 2 8 "GO:0006471" "protein ADP-ribosylation
" 0.812457567006783
544 0.505363278192757 6 5 "GO:0006476;GO:0035601;GO:0098732" "protein deacetylation
" 0.743709610617139
935 0.0258530112276288 2 19 "GO:0006479;GO:0008213" "protein methylation
" 0.122416384371481
-599 0.000689597211368423 2 109 "GO:0006486;GO:0043413;GO:0070085" "glycosylation
" 0.00940807624081206
138 0.749011580158717 3 18 "GO:0006506;GO:0006497;GO:0006505;GO:0006661;GO:0009247;GO:0046474;GO:0046467;GO:0045017" "GPI anchor metabolic process
" 0.872082789786557
-25 0.770879375121856 4 484 "GO:0006508" "proteolysis
" 0.876508235322124
143 0.406598581994937 4 115 "GO:0006511;GO:0019941;GO:0043632;GO:0051603;GO:0044265" "proteolysis involved in cellular protein catabolic process
" 0.663183935704993
-314 0.0366201797488346 3 151 "GO:0006520" "cellular amino acid metabolic process
" 0.157178749034324
140 0.864039469609707 6 5 "GO:0006525" "arginine metabolic process
" 0.95119042475766
-1555 0.0243683210184655 2 7 "GO:0006537;GO:0006536;GO:0043650" "glutamate metabolic process
" 0.122192920396433
-1208 0.00824997879757251 2 16 "GO:0006542;GO:0006541" "glutamine metabolic process
" 0.060605613474475
922 0.0942563621400986 2 11 "GO:0006544" "glycine metabolic process
" 0.276968694903982
913 0.157759841073511 5 8 "GO:0006546;GO:0009071" "glycine catabolic process
" 0.393884047647589
-261 0.705501983200276 8 7 "GO:0006560" "proline metabolic process
" 0.855764128965836
-527 0.109305157035736 2 31 "GO:0006575" "cellular modified amino acid metabolic process
" 0.310074427688127
-851 0.162391064871926 3 9 "GO:0006576;GO:0044106;GO:0009308" "amine metabolic process
" 0.397649915263306
-211 0.633930406560069 2 17 "GO:0006605" "protein targeting
" 0.807204717686488
-1066 0.0531205037994449 4 11 "GO:0006613;GO:0006612" "protein targeting to membrane
" 0.19894149462145
-405 0.530819373617893 4 8 "GO:0006614;GO:0045047;GO:0072599;GO:0070972" "SRP-dependent cotranslational protein targeting to membrane
" 0.753802976661841
74 0.576551648783932 2 194 "GO:0006629" "lipid metabolic process
" 0.770079474949168
426 0.234825802671537 2 26 "GO:0006631" "fatty acid metabolic process
" 0.495599207848216
292 0.536582615273491 5 15 "GO:0006633;GO:0072330" "fatty acid biosynthetic process
" 0.755316732716591
1372 0.0931943598569635 2 5 "GO:0006637;GO:0035383" "acyl-CoA metabolic process
" 0.275970895080311
-54 0.869229104333628 2 31 "GO:0006643" "membrane lipid metabolic process
" 0.951394631890134
80 0.743374368302349 2 56 "GO:0006644" "phospholipid metabolic process
" 0.868406754408249
70 0.932257600605379 2 5 "GO:0006662;GO:0018904" "glycerol ether metabolic process
" 0.980739126123302
78 0.844669456546958 2 21 "GO:0006664;GO:1903509" "liposaccharide metabolic process
" 0.935558318937402
-322 0.467631680197737 3 17 "GO:0006665" "sphingolipid metabolic process
" 0.717803639276818
693 0.352937816369106 2 6 "GO:0006672" "ceramide metabolic process
" 0.607307413752245
146 0.84494141370001 2 6 "GO:0006694" "steroid biosynthetic process
" 0.935558318937402
-1104 0.0876617050481881 5 8 "GO:0006744;GO:0006743;GO:1901663;GO:1901661;GO:0042181;GO:0042180" "cellular ketone metabolic process
" 0.263675364790613
-305 0.491511616465744 3 17 "GO:0006749" "glutathione metabolic process
" 0.735491764142271
653 0.312348797597694 6 8 "GO:0006750;GO:0019184" "nonribosomal peptide biosynthetic process
" 0.560174838884127
-197 0.760218767012889 2 8 "GO:0006767;GO:0006766" "water-soluble vitamin metabolic process
" 0.872082789786557
1002 0.0690980656813243 5 11 "GO:0006779;GO:0006778" "porphyrin-containing compound metabolic process
" 0.221810597397192
1202 0.141344414646026 5 5 "GO:0006783;GO:0042168" "heme metabolic process
" 0.364821394559337
173 0.49264423992594 2 53 "GO:0006790" "sulfur compound metabolic process
" 0.735491764142271
-210 0.00430838444319272 3 689 "GO:0006796;GO:0006793" "phosphorus metabolic process
" 0.0379511130241378
-379 3.65863701683435e-07 4 674 "GO:0006811" "ion transport
" 1.9965704863296e-05
-315 0.0140270243037269 5 210 "GO:0006812" "cation transport
" 0.0893481724430798
-219 0.466704434603313 2 37 "GO:0006813" "potassium ion transport
" 0.717803639276818
-630 0.0131909888627912 2 52 "GO:0006814" "sodium ion transport
" 0.0882030501651363
2073 0.0111677815876674 2 5 "GO:0006817" "phosphate ion transport
" 0.0761802244015883
-354 0.000200297334573531 2 392 "GO:0006820;GO:0071702;GO:0071705" "anion transport
" 0.00356891295900925
54 0.929847781539865 7 9 "GO:0006821" "chloride transport
" 0.980739126123302
926 0.151751216919453 3 8 "GO:0006825" "copper ion transport
" 0.388959509953539
1404 0.0597648192360426 3 6 "GO:0006826" "iron ion transport
" 0.20924040538675
-1646 0.0273118036250376 2 6 "GO:0006835;GO:0046942;GO:0015711" "carboxylic acid transport
" 0.127233036399565
-388 0.165211516568417 4 43 "GO:0006836" "neurotransmitter transport
" 0.39882085132156
10 0.979852745590345 2 21 "GO:0006869" "lipid transport
" 0.994863159400025
1816 0.00494687412030727 3 8 "GO:0006879;GO:0046916;GO:0055072" "cellular transition metal ion homeostasis
" 0.0410805633468995
-414 0.000397725531973772 4 254 "GO:0006886;GO:0046907;GO:0051641;GO:0051649" "cellular localization
" 0.00584350589284542
672 0.245240155770537 3 10 "GO:0006887;GO:0032940;GO:0046903;GO:0140352" "export from cell
" 0.511080457687713
-1116 0.0146131113148933 2 16 "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport
" 0.0915116151194958
393 0.496458789210253 2 10 "GO:0006891" "intra-Golgi vesicle-mediated transport
" 0.735491764142271
-1990 0.00764652160904422 4 6 "GO:0006897" "endocytosis
" 0.0572739461697038
-458 0.30135962737912 3 17 "GO:0006904;GO:0048278;GO:0140029;GO:0140056;GO:0022406" "vesicle docking
" 0.545589467577364
-176 0.4678877125129 2 57 "GO:0006913;GO:0051169" "nucleocytoplasmic transport
" 0.717803639276818
670 0.0726878036254862 4 24 "GO:0006915;GO:0012501;GO:0008219" "apoptotic process
" 0.231389508207798
-395 0.628863700705816 2 5 "GO:0006935;GO:0042330" "chemotaxis
" 0.804678585566298
362 0.00354949488512087 2 224 "GO:0006950;GO:0050896" "response to stimulus
" 0.0355419579018537
790 0.0428758525453202 3 22 "GO:0006952" "defense response
" 0.172406059708551
-830 0.042534445480141 2 20 "GO:0006955" "immune response
" 0.172406059708551
-256 0.552465977664797 2 18 "GO:0006979" "response to oxidative stress
" 0.755316732716591
332 0.0246037938681774 2 157 "GO:0006996" "organelle organization
" 0.122192920396433
248 0.299340318081451 2 59 "GO:0007010" "cytoskeleton organization
" 0.54451429289102
1235 0.032562916037048 2 10 "GO:0007015;GO:0097435" "supramolecular fiber organization
" 0.148083737216099
264 0.0255760515518676 2 248 "GO:0007017" "microtubule-based process
" 0.122416384371481
231 0.109581276800778 3 164 "GO:0007018;GO:0006928" "movement of cell or subcellular component
" 0.310074427688127
-330 0.658303745751807 2 6 "GO:0007031" "peroxisome organization
" 0.824498461892427
-231 0.496337670056793 2 29 "GO:0007049" "cell cycle
" 0.735491764142271
-225 0.68268817119201 4 11 "GO:0007076;GO:0030261;GO:0006323" "chromosome condensation
" 0.841248004501122
-503 0.126102782855776 2 31 "GO:0007154" "cell communication
" 0.336861979376968
-476 0.00437133239021482 2 122 "GO:0007155;GO:0022610" "cell adhesion
" 0.0379511130241378
-1485 3.53109467111941e-05 3 26 "GO:0007156;GO:0098742;GO:0098609" "cell-cell adhesion via plasma-membrane adhesion molecules
" 0.00103759858797509
-564 0.24805082156277 3 14 "GO:0007160;GO:0031589" "cell-matrix adhesion
" 0.512191426145828
-315 0.0447689582090837 4 138 "GO:0007166" "cell surface receptor signaling pathway
" 0.178143146206979
-748 0.0609762316813057 2 21 "GO:0007167" "enzyme linked receptor protein signaling pathway
" 0.20924040538675
-1918 0.000908176226201782 2 10 "GO:0007169" "transmembrane receptor protein tyrosine kinase signaling pathway
" 0.0111910747873897
318 0.564267991736231 6 11 "GO:0007178" "transmembrane receptor protein serine/threonine kinase signaling pathway
" 0.767083177378079
-306 0.68160408806558 7 6 "GO:0007179" "transforming growth factor beta receptor signaling pathway
" 0.841248004501122
-255 0.00885508333476701 4 374 "GO:0007186" "G protein-coupled receptor signaling pathway
" 0.0624831544197709
684 0.289897532862993 2 8 "GO:0007205" "protein kinase C-activating G protein-coupled receptor signaling pathway
" 0.54451429289102
407 0.0603829804321346 2 72 "GO:0007218" "neuropeptide signaling pathway
" 0.20924040538675
-396 0.00755704293095186 5 156 "GO:0007264" "small GTPase mediated signal transduction
" 0.0572739461697038
856 0.159879586061261 3 9 "GO:0007268;GO:0098916;GO:0099537;GO:0099536;GO:0007267;GO:0023052" "cell-cell signaling
" 0.396584427762349
-532 0.0246107422585906 2 60 "GO:0007275;GO:0032501;GO:0048856" "anatomical structure development
" 0.122192920396433
286 0.603753020686919 5 11 "GO:0007346" "regulation of mitotic cell cycle
" 0.787145576458714
636 0.0346278570964339 2 37 "GO:0008033" "tRNA processing
" 0.152542192858867
-229 0.707134721965353 2 9 "GO:0008202" "steroid metabolic process
" 0.855764128965836
790 0.252682461562481 2 7 "GO:0008272;GO:0072348" "sulfate transport
" 0.514480940476666
-273 0.693081556683631 3 7 "GO:0008299;GO:0006720" "isoprenoid biosynthetic process
" 0.848580623888292
140 0.571425770126422 4 55 "GO:0008610" "lipid biosynthetic process
" 0.770079474949168
799 0.284305977556986 2 6 "GO:0008643" "carbohydrate transport
" 0.544311234637209
-703 0.0140337443627874 4 41 "GO:0008652;GO:1901607" "cellular amino acid biosynthetic process
" 0.0893481724430798
346 0.363961435556873 3 23 "GO:0008654" "phospholipid biosynthetic process
" 0.620684233851453
103 0.545397548377308 3 118 "GO:0009057" "macromolecule catabolic process
" 0.755316732716591
106 0.763842328417019 4 27 "GO:0009063;GO:0046395;GO:0016054;GO:1901606" "carboxylic acid catabolic process
" 0.873616076213477
-948 0.246174880142773 2 5 "GO:0009065" "glutamine family amino acid catabolic process
" 0.511080457687713
-77 0.875147417767908 4 14 "GO:0009067;GO:0009066" "aspartate family amino acid metabolic process
" 0.952439639849974
433 0.359474171895888 3 15 "GO:0009069" "serine family amino acid metabolic process
" 0.615780868449458
-569 0.244469868473472 2 14 "GO:0009072" "aromatic amino acid family metabolic process
" 0.511080457687713
-950 0.202825917334542 2 6 "GO:0009074;GO:0006569;GO:0006568;GO:0046218;GO:0006586;GO:0042402;GO:0042436;GO:0042430;GO:0009310" "aromatic amino acid family catabolic process
" 0.463949104322126
-933 0.00393146418791507 3 32 "GO:0009084;GO:0009064" "glutamine family amino acid metabolic process
" 0.036629739506916
198 0.719302142400836 5 11 "GO:0009086;GO:0000097;GO:0006555" "sulfur amino acid biosynthetic process
" 0.855764128965836
-277 0.710202041909668 3 6 "GO:0009100" "glycoprotein metabolic process
" 0.855764128965836
-526 0.318767210716071 4 12 "GO:0009112" "nucleobase metabolic process
" 0.562381280456786
412 0.270529713497087 2 24 "GO:0009116;GO:1901657" "nucleoside metabolic process
" 0.532692528638594
-111 0.447697509983448 5 160 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process
" 0.700647387393147
-616 0.191875048962715 5 15 "GO:0009124;GO:0009123" "nucleoside monophosphate metabolic process
" 0.449670360145749
-943 0.206176711822285 2 6 "GO:0009130;GO:0009129" "pyrimidine nucleoside monophosphate biosynthetic process
" 0.468806570929243
4 0.990515394555701 2 32 "GO:0009132" "nucleoside diphosphate metabolic process
" 0.994863159400025
222 0.292041688882174 6 76 "GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693" "purine-containing compound metabolic process
" 0.54451429289102
393 0.115661713415442 6 54 "GO:0009152;GO:0006164;GO:0009260;GO:0072522;GO:0046390" "purine-containing compound biosynthetic process
" 0.320165032787673
-127 0.826148708996567 2 10 "GO:0009156;GO:0009161" "ribonucleoside monophosphate biosynthetic process
" 0.923996393337404
-1592 0.0514143044521463 6 5 "GO:0009162" "deoxyribonucleoside monophosphate metabolic process
" 0.194458062383365
168 0.383245142162503 3 91 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process
" 0.632813138868251
-742 0.0632385876117132 3 21 "GO:0009166;GO:1901292;GO:0046434" "organophosphate catabolic process
" 0.210062091023256
-425 0.569313700049844 8 6 "GO:0009168;GO:0009127;GO:0009167;GO:0009126" "purine ribonucleoside monophosphate biosynthetic process
" 0.770079474949168
-484 0.426893371265549 6 9 "GO:0009186" "deoxyribonucleoside diphosphate metabolic process
" 0.677131939752226
-149 0.666348314094408 6 28 "GO:0009187;GO:0009190" "cyclic nucleotide metabolic process
" 0.829136990176104
1252 0.00103348243840618 6 23 "GO:0009206;GO:0009145;GO:0009201;GO:0009205;GO:0009142;GO:0009144;GO:0009199;GO:0009141" "nucleoside triphosphate metabolic process
" 0.0119633421657927
-835 0.22663003088834 7 7 "GO:0009219;GO:0009394;GO:0009262;GO:0019692" "deoxyribonucleotide metabolic process
" 0.48364621116953
414 0.452152849407379 4 11 "GO:0009220;GO:0009218" "pyrimidine ribonucleotide biosynthetic process
" 0.702123530380564
-664 0.416606766605873 6 5 "GO:0009221;GO:0009265;GO:0009263;GO:0046385" "2'-deoxyribonucleotide biosynthetic process
" 0.668761866994428
-1119 0.170878911323898 5 5 "GO:0009225" "nucleotide-sugar metabolic process
" 0.407325318084186
-677 0.199752566847757 2 12 "GO:0009396;GO:0006760" "folic acid-containing compound biosynthetic process
" 0.459671569493031
-903 0.0871649628611782 5 12 "GO:0009435;GO:0019359;GO:0019363;GO:0046496;GO:0019362" "pyridine nucleotide metabolic process
" 0.263675364790613
820 0.00373989132053293 2 42 "GO:0009451" "RNA modification
" 0.0357159621110895
423 0.268005989252315 2 23 "GO:0009607" "response to biotic stimulus
" 0.5310087570349
476 0.490740794446218 2 7 "GO:0009628" "response to abiotic stimulus
" 0.735491764142271
377 0.584750190819743 2 7 "GO:0009653" "anatomical structure morphogenesis
" 0.772922397554124
-3 0.994863159400025 2 20 "GO:0009892;GO:0010605" "negative regulation of metabolic process
" 0.994863159400025
31 0.951633033482955 5 13 "GO:0009968;GO:0010648;GO:0023057;GO:0048585" "negative regulation of signal transduction
" 0.983838151813949
305 0.518269622056871 5 15 "GO:0010564" "regulation of cell cycle process
" 0.752771846485645
724 0.113047650265617 3 16 "GO:0010604;GO:0009893;GO:0031325;GO:0051173" "positive regulation of nitrogen compound metabolic process
" 0.317530900010777
-451 4.49601323602787e-05 3 286 "GO:0015031;GO:0015833;GO:0045184;GO:0042886;GO:0008104;GO:0033036" "protein localization
" 0.00122676932583046
439 0.000168817644831616 2 255 "GO:0015074" "DNA integration
" 0.00322441701628387
782 0.050154484372504 2 21 "GO:0015698" "inorganic anion transport
" 0.192131209136856
-1257 0.0686730083235363 8 7 "GO:0015914;GO:0015748" "phospholipid transport
" 0.221810597397192
-442 0.553635301467658 6 6 "GO:0015936" "coenzyme A metabolic process
" 0.755316732716591
1721 0.000428089287323517 8 14 "GO:0015986;GO:0006754;GO:0015985;GO:1902600" "ATP biosynthetic process
" 0.00605667065768828
567 0.10144069599908 4 28 "GO:0016042" "lipid catabolic process
" 0.291355983997358
500 8.06456972947851e-07 3 344 "GO:0016043;GO:0071840" "cellular component organization or biogenesis
" 3.42296181851199e-05
-457 0.0871825793310942 2 47 "GO:0016051" "carbohydrate biosynthetic process
" 0.263675364790613
-123 0.757938731235416 2 21 "GO:0016052" "carbohydrate catabolic process
" 0.872082789786557
-919 0.0246305101322652 6 20 "GO:0016055;GO:1905114" "Wnt signaling pathway
" 0.122192920396433
567 1.45503184820878e-08 5 353 "GO:0016070" "RNA metabolic process
" 9.26370276692923e-07
27 0.973813305703722 3 5 "GO:0016180;GO:0016073" "snRNA processing
" 0.991991154076858
-571 0.000762095271797143 2 118 "GO:0016192" "vesicle-mediated transport
" 0.0100386342698796
302 0.639847706466786 2 8 "GO:0016197" "endosomal transport
" 0.812032637442898
1156 0.0359178997586639 4 11 "GO:0016226;GO:0031163" "iron-sulfur cluster assembly
" 0.155916337588746
-172 0.543453813562545 4 42 "GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation or removal
" 0.755316732716591
620 0.129544335782095 4 20 "GO:0016570;GO:0016569" "histone modification
" 0.343652335199724
-8 0.991167290822798 4 6 "GO:0016573;GO:0018393;GO:0006475;GO:0018394;GO:0006473" "internal protein amino acid acetylation
" 0.994863159400025
-169 0.781160005675899 4 9 "GO:0017038" "protein import
" 0.885469205246865
357 4.26728877804995e-06 3 611 "GO:0018130;GO:0019438;GO:1901362;GO:0034654" "organic cyclic compound biosynthetic process
" 0.000163010431321508
-1804 0.00899626568871047 2 7 "GO:0018149" "peptide cross-linking
" 0.0624831544197709
202 0.612081077864378 2 21 "GO:0018193" "peptidyl-amino acid modification
" 0.789915445081731
426 0.383738360874019 3 14 "GO:0018205" "peptidyl-lysine modification
" 0.632813138868251
486 0.55214870309519 2 5 "GO:0018342;GO:0097354" "protein prenylation
" 0.755316732716591
-465 0.17167375971611 4 29 "GO:0019318;GO:0005996" "monosaccharide metabolic process
" 0.407325318084186
-586 0.395887085185827 3 7 "GO:0019319;GO:0046364" "hexose biosynthetic process
" 0.649050929360455
-236 0.415191328931831 3 40 "GO:0019439;GO:1901361;GO:0044270;GO:0046700" "cellular nitrogen compound catabolic process
" 0.668761866994428
-69 0.584727179618863 2 217 "GO:0019637" "organophosphate metabolic process
" 0.772922397554124
7 0.985947644332532 2 19 "GO:0019751" "polyol metabolic process
" 0.994863159400025
-154 0.216963629268563 3 223 "GO:0019752;GO:0043436;GO:0006082" "organic acid metabolic process
" 0.480397024427803
-21 0.947577038909075 2 33 "GO:0022402" "cell cycle process
" 0.983626165389312
-32 0.969125315284055 1 5 "GO:0022414" "reproductive process
" 0.989855268552163
525 0.000294644807728704 2 163 "GO:0022607" "cellular component assembly
" 0.00468976318968187
1845 0.0133920861507275 2 6 "GO:0022618;GO:0071826" "ribonucleoprotein complex assembly
" 0.0882030501651363
1399 0.00580829707124215 2 13 "GO:0022900" "electron transport chain
" 0.0452810098207041
1190 0.0655730657611817 3 8 "GO:0022904" "respiratory electron transport chain
" 0.214093257442491
-781 0.00130119712355718 2 57 "GO:0030001" "metal ion transport
" 0.0142016371771098
-421 0.303568269468337 2 20 "GO:0030036;GO:0030029" "actin cytoskeleton organization
" 0.546995655362758
104 0.888924071800225 2 6 "GO:0030150;GO:0044743;GO:1990542" "protein transmembrane import into intracellular organelle
" 0.960097774200657
996 0.222854340381192 3 5 "GO:0030154" "cell differentiation
" 0.48364621116953
785 0.0491806723837275 2 21 "GO:0030163" "protein catabolic process
" 0.191704253577387
-223 0.660525897096907 2 13 "GO:0030203" "glycosaminoglycan metabolic process
" 0.824578080689603
30 0.938618281314351 2 22 "GO:0030258" "lipid modification
" 0.980739126123302
