name	term	lev	seq	value
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_000324	-1.42104357155713
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_000821	-1.59299248164873
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_001188	0.00363505784077328
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_001191	-4.62134863599793
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_002174	-2.778993478187
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_002182	-1.34043101752275
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_002375	0.160397977145674
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_002376	-2.87078568563953
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_002725	-0.760784081898228
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_003631	0.279227497478944
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_003632	-1.29418584642467
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_003867	4.18238662982829
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_004242	-0.65888985065289
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_004625	2.91391221004271
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_004769	-0.658446970566131
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_004875	0.545508809502837
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_005554	0.753188569107083
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_006417	-0.75889580663124
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_007129	-2.12582769017669
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_007903	1.36444338101928
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_008349	1.75340807428002
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_008372	-0.0672569825752646
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_009672	-14.4742458693888
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_009998	-3.81917175438629
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_010402	2.15841839567703
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_010847	1.4556541073225
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_011216	1.74790471583573
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_011294	-0.0533082579024703
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_011980	-3.68077810836763
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_012242	-0.8941400129933
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_012471	5.81750425791956
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_013310	-0.841875716554267
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_014176	0.317411401627405
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_014251	0.388661049159357
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_014504	1.13664512595009
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_015485	-6.96547326924958
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_015486	-3.00122103472632
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_016142	-19.6796468716379
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_016354	-1.58529784666436
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_016831	0.979229360042099
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_017058	-4.20480474020986
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_017336	-1.83753770413172
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_017646	16.8202956309334
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_018012	1.38648293349406
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_018893	-2.96064252571146
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_019329	-0.206063749396358
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_019579	-1.99206093017039
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_020200	-0.76184486714319
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_020402	5.42359831520272
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_020739	0.0798822735505245
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_021404	-1.58139559222913
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_021773	-6.34955352459071
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_022028	-15.4184533378549
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_022066	-1.11181154589959
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_022215	0.483048482308841
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_023123	-11.8329618093408
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_024028	-1.06180982712329
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_024203	0.502183726326112
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_024873	-0.255478376842755
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_024931	-0.0147122020444626
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_025537	2.76035098393092
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_025730	1.987944253501
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_026583	0.238947935713262
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_026691	-1.53094911968354
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_027216	1.30463656190176
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_027304	-15.496000475009
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_027673	9.25601332601992
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_027816	-3.58590420791008
"alpha-amino acid metabolic process"	GO:1901605	2	SPU_028587	-0.51384648538739
"carbohydrate metabolic process"	GO:0005975	2	SPU_000487	0.00252760693793263
"carbohydrate metabolic process"	GO:0005975	2	SPU_000525	-0.437003997522307
"carbohydrate metabolic process"	GO:0005975	2	SPU_000632	-4.34562155476168
"carbohydrate metabolic process"	GO:0005975	2	SPU_000872	2.88139472908633
"carbohydrate metabolic process"	GO:0005975	2	SPU_001076	0.20616407166331
"carbohydrate metabolic process"	GO:0005975	2	SPU_001077	5.61789087132689
"carbohydrate metabolic process"	GO:0005975	2	SPU_001139	1.3981147081167
"carbohydrate metabolic process"	GO:0005975	2	SPU_001140	-0.0594860772444194
"carbohydrate metabolic process"	GO:0005975	2	SPU_001264	-4.37483127662095
"carbohydrate metabolic process"	GO:0005975	2	SPU_001667	-2.18777560968133
"carbohydrate metabolic process"	GO:0005975	2	SPU_001817	-3.02470966064334
"carbohydrate metabolic process"	GO:0005975	2	SPU_001831	0.248593383686114
"carbohydrate metabolic process"	GO:0005975	2	SPU_001930	-0.619396820112472
"carbohydrate metabolic process"	GO:0005975	2	SPU_002171	-0.77950911844349
"carbohydrate metabolic process"	GO:0005975	2	SPU_002215	-1.10270462949686
"carbohydrate metabolic process"	GO:0005975	2	SPU_002490	-0.0775911944863211
"carbohydrate metabolic process"	GO:0005975	2	SPU_002649	-2.66583087705063
"carbohydrate metabolic process"	GO:0005975	2	SPU_002773	-2.4338150711325
"carbohydrate metabolic process"	GO:0005975	2	SPU_002804	-0.786861030241042
"carbohydrate metabolic process"	GO:0005975	2	SPU_002838	-0.977496561035852
"carbohydrate metabolic process"	GO:0005975	2	SPU_003078	-0.638804748402002
"carbohydrate metabolic process"	GO:0005975	2	SPU_003357	-0.32966337431434
"carbohydrate metabolic process"	GO:0005975	2	SPU_003575	1.01198344637727
"carbohydrate metabolic process"	GO:0005975	2	SPU_003679	-2.99971437305971
"carbohydrate metabolic process"	GO:0005975	2	SPU_003708	-1.40339041448947
"carbohydrate metabolic process"	GO:0005975	2	SPU_003827	-3.60594382417008
"carbohydrate metabolic process"	GO:0005975	2	SPU_003937	-0.336683057703322
"carbohydrate metabolic process"	GO:0005975	2	SPU_003990	-1.50927005895707
"carbohydrate metabolic process"	GO:0005975	2	SPU_004078	-2.67477181629224
"carbohydrate metabolic process"	GO:0005975	2	SPU_004192	2.85733710380109
"carbohydrate metabolic process"	GO:0005975	2	SPU_004214	1.09952182012916
"carbohydrate metabolic process"	GO:0005975	2	SPU_004444	-1.43687295702442
"carbohydrate metabolic process"	GO:0005975	2	SPU_004561	-4.1663931702762
"carbohydrate metabolic process"	GO:0005975	2	SPU_004590	0.761306402043991
"carbohydrate metabolic process"	GO:0005975	2	SPU_005207	1.21884953816561
"carbohydrate metabolic process"	GO:0005975	2	SPU_005226	-0.245199913693009
"carbohydrate metabolic process"	GO:0005975	2	SPU_005241	-1.6750042488431
"carbohydrate metabolic process"	GO:0005975	2	SPU_005315	-0.00407741021448142
"carbohydrate metabolic process"	GO:0005975	2	SPU_005366	-2.71945544622354
"carbohydrate metabolic process"	GO:0005975	2	SPU_005469	-0.224944052418784
"carbohydrate metabolic process"	GO:0005975	2	SPU_005707	0.0117367138259139
"carbohydrate metabolic process"	GO:0005975	2	SPU_005978	-0.192523876302545
"carbohydrate metabolic process"	GO:0005975	2	SPU_006077	-0.0896307009227525
"carbohydrate metabolic process"	GO:0005975	2	SPU_006078	0.854417499895141
"carbohydrate metabolic process"	GO:0005975	2	SPU_006079	-2.93589963813757
"carbohydrate metabolic process"	GO:0005975	2	SPU_006153	-11.8860477518267
"carbohydrate metabolic process"	GO:0005975	2	SPU_006509	-0.991011728636736
"carbohydrate metabolic process"	GO:0005975	2	SPU_006529	0.228438240344558
"carbohydrate metabolic process"	GO:0005975	2	SPU_006544	2.12281522162982
"carbohydrate metabolic process"	GO:0005975	2	SPU_006585	-0.544229517523415
"carbohydrate metabolic process"	GO:0005975	2	SPU_006650	-1.44116408917786
"carbohydrate metabolic process"	GO:0005975	2	SPU_006665	-0.817225680586867
"carbohydrate metabolic process"	GO:0005975	2	SPU_006790	-2.08009620942666
"carbohydrate metabolic process"	GO:0005975	2	SPU_006809	2.08741871871154
"carbohydrate metabolic process"	GO:0005975	2	SPU_006870	-0.0330131193437397
"carbohydrate metabolic process"	GO:0005975	2	SPU_006890	0.819522118017123
"carbohydrate metabolic process"	GO:0005975	2	SPU_006909	4.4948857718433
"carbohydrate metabolic process"	GO:0005975	2	SPU_006973	-0.398382975877298
"carbohydrate metabolic process"	GO:0005975	2	SPU_007019	-0.752983488761708
"carbohydrate metabolic process"	GO:0005975	2	SPU_007345	6.40574547855415
"carbohydrate metabolic process"	GO:0005975	2	SPU_007502	-1.02387553701221
"carbohydrate metabolic process"	GO:0005975	2	SPU_007539	-0.665909734425245
"carbohydrate metabolic process"	GO:0005975	2	SPU_007935	-0.267982096311589
"carbohydrate metabolic process"	GO:0005975	2	SPU_008077	1.51111039171603
"carbohydrate metabolic process"	GO:0005975	2	SPU_008080	0.563109609009475
"carbohydrate metabolic process"	GO:0005975	2	SPU_008288	0.569216213516721
"carbohydrate metabolic process"	GO:0005975	2	SPU_008436	-0.55358792778349
"carbohydrate metabolic process"	GO:0005975	2	SPU_008458	-1.0958062253678
"carbohydrate metabolic process"	GO:0005975	2	SPU_008459	0.490049890858412
"carbohydrate metabolic process"	GO:0005975	2	SPU_008631	1.26207156996772
"carbohydrate metabolic process"	GO:0005975	2	SPU_008633	1.39397159449416
"carbohydrate metabolic process"	GO:0005975	2	SPU_008965	-0.744306326758769
"carbohydrate metabolic process"	GO:0005975	2	SPU_009272	-0.174585783852121
"carbohydrate metabolic process"	GO:0005975	2	SPU_009302	2.15277444353821
"carbohydrate metabolic process"	GO:0005975	2	SPU_009442	0.791748351073973
"carbohydrate metabolic process"	GO:0005975	2	SPU_009773	-0.0482727218604527
"carbohydrate metabolic process"	GO:0005975	2	SPU_009800	0.236617567878052
"carbohydrate metabolic process"	GO:0005975	2	SPU_009982	-2.26502652770743
"carbohydrate metabolic process"	GO:0005975	2	SPU_009996	-3.55332677599582
"carbohydrate metabolic process"	GO:0005975	2	SPU_010377	-0.0166457823563285
"carbohydrate metabolic process"	GO:0005975	2	SPU_010686	-1.01982997277173
"carbohydrate metabolic process"	GO:0005975	2	SPU_010756	0.769315092995983
"carbohydrate metabolic process"	GO:0005975	2	SPU_010831	1.5815551400933
"carbohydrate metabolic process"	GO:0005975	2	SPU_011118	0.853313794723155
"carbohydrate metabolic process"	GO:0005975	2	SPU_011119	-0.629066798569402
"carbohydrate metabolic process"	GO:0005975	2	SPU_011215	-2.11076626405229
"carbohydrate metabolic process"	GO:0005975	2	SPU_011245	-0.915751566044582
"carbohydrate metabolic process"	GO:0005975	2	SPU_011580	-2.80899516442994
"carbohydrate metabolic process"	GO:0005975	2	SPU_011865	1.57791415160766
"carbohydrate metabolic process"	GO:0005975	2	SPU_011962	-0.327368541058445
"carbohydrate metabolic process"	GO:0005975	2	SPU_012182	0.177009819808053
"carbohydrate metabolic process"	GO:0005975	2	SPU_012380	-1.59594471377965
"carbohydrate metabolic process"	GO:0005975	2	SPU_012472	1.76301333783727
"carbohydrate metabolic process"	GO:0005975	2	SPU_012473	0.343456181639877
"carbohydrate metabolic process"	GO:0005975	2	SPU_012474	2.80524431743147
"carbohydrate metabolic process"	GO:0005975	2	SPU_012579	-0.278196953295043
"carbohydrate metabolic process"	GO:0005975	2	SPU_012677	-0.247135702967511
"carbohydrate metabolic process"	GO:0005975	2	SPU_012817	0.938583849898717
"carbohydrate metabolic process"	GO:0005975	2	SPU_012839	0.726771754053779
"carbohydrate metabolic process"	GO:0005975	2	SPU_013284	-0.252772809344222
"carbohydrate metabolic process"	GO:0005975	2	SPU_013565	-1.99778940635193
"carbohydrate metabolic process"	GO:0005975	2	SPU_013735	8.13098791951937
"carbohydrate metabolic process"	GO:0005975	2	SPU_013819	-0.218864392228324
"carbohydrate metabolic process"	GO:0005975	2	SPU_013820	2.43339200885039
"carbohydrate metabolic process"	GO:0005975	2	SPU_014312	-2.06852474751647
"carbohydrate metabolic process"	GO:0005975	2	SPU_014569	0.279231351012695
"carbohydrate metabolic process"	GO:0005975	2	SPU_014705	-0.932873031069493
"carbohydrate metabolic process"	GO:0005975	2	SPU_014804	0.928906188368293
"carbohydrate metabolic process"	GO:0005975	2	SPU_014937	0.203929724300947
"carbohydrate metabolic process"	GO:0005975	2	SPU_014938	-2.00213747381896
"carbohydrate metabolic process"	GO:0005975	2	SPU_014939	0.317434894759341
"carbohydrate metabolic process"	GO:0005975	2	SPU_015102	-0.0431014556059022
"carbohydrate metabolic process"	GO:0005975	2	SPU_015598	-2.90543330531656
"carbohydrate metabolic process"	GO:0005975	2	SPU_015609	0.172178442635479
"carbohydrate metabolic process"	GO:0005975	2	SPU_015793	-5.67058604295012
"carbohydrate metabolic process"	GO:0005975	2	SPU_015822	4.4437912958339
"carbohydrate metabolic process"	GO:0005975	2	SPU_015928	3.18174183602857
"carbohydrate metabolic process"	GO:0005975	2	SPU_016065	-3.09013897107831
"carbohydrate metabolic process"	GO:0005975	2	SPU_016377	14.5603872831913
"carbohydrate metabolic process"	GO:0005975	2	SPU_016486	-0.82937598992858
"carbohydrate metabolic process"	GO:0005975	2	SPU_016569	-1.05880298711647
"carbohydrate metabolic process"	GO:0005975	2	SPU_016731	-2.5818458858842
"carbohydrate metabolic process"	GO:0005975	2	SPU_017150	-0.62941209819178
"carbohydrate metabolic process"	GO:0005975	2	SPU_017170	0.61667779673982
"carbohydrate metabolic process"	GO:0005975	2	SPU_017220	-3.87108377421173
"carbohydrate metabolic process"	GO:0005975	2	SPU_017280	-0.124775221489817
"carbohydrate metabolic process"	GO:0005975	2	SPU_017281	-1.07623931365247
"carbohydrate metabolic process"	GO:0005975	2	SPU_017299	0.170949023970261
"carbohydrate metabolic process"	GO:0005975	2	SPU_017367	-0.130861211811275
"carbohydrate metabolic process"	GO:0005975	2	SPU_017437	-0.375232986789696
"carbohydrate metabolic process"	GO:0005975	2	SPU_017661	0.0690677728899455
"carbohydrate metabolic process"	GO:0005975	2	SPU_017671	-0.780510238291981
"carbohydrate metabolic process"	GO:0005975	2	SPU_017695	0.571312593861983
"carbohydrate metabolic process"	GO:0005975	2	SPU_017838	-1.00390537979771
"carbohydrate metabolic process"	GO:0005975	2	SPU_017843	5.91434987891299
"carbohydrate metabolic process"	GO:0005975	2	SPU_017990	4.56055867052178
"carbohydrate metabolic process"	GO:0005975	2	SPU_018085	-0.90433326283082
"carbohydrate metabolic process"	GO:0005975	2	SPU_018092	3.42517096176572
"carbohydrate metabolic process"	GO:0005975	2	SPU_018189	-3.16060579608222
"carbohydrate metabolic process"	GO:0005975	2	SPU_018485	-3.9054755300613
"carbohydrate metabolic process"	GO:0005975	2	SPU_018624	0.222617876161002
"carbohydrate metabolic process"	GO:0005975	2	SPU_018766	0.503987308606489
"carbohydrate metabolic process"	GO:0005975	2	SPU_018907	0.261446714870263
"carbohydrate metabolic process"	GO:0005975	2	SPU_018929	-0.131990019668652
"carbohydrate metabolic process"	GO:0005975	2	SPU_018962	-0.537206285366367
"carbohydrate metabolic process"	GO:0005975	2	SPU_019040	-2.52002722962807
"carbohydrate metabolic process"	GO:0005975	2	SPU_019166	-0.240576661373035
"carbohydrate metabolic process"	GO:0005975	2	SPU_019288	-1.97642704933787
"carbohydrate metabolic process"	GO:0005975	2	SPU_019378	-2.57984840355828
"carbohydrate metabolic process"	GO:0005975	2	SPU_019402	1.08056543866138
"carbohydrate metabolic process"	GO:0005975	2	SPU_019505	-0.860372481743228
"carbohydrate metabolic process"	GO:0005975	2	SPU_019631	1.1192867568427
"carbohydrate metabolic process"	GO:0005975	2	SPU_020006	1.37999795091543
"carbohydrate metabolic process"	GO:0005975	2	SPU_020027	-1.91617334608267
"carbohydrate metabolic process"	GO:0005975	2	SPU_020435	-10.4158614419557
"carbohydrate metabolic process"	GO:0005975	2	SPU_020578	1.52702687950534
"carbohydrate metabolic process"	GO:0005975	2	SPU_020720	-0.0719541664374789
"carbohydrate metabolic process"	GO:0005975	2	SPU_020808	-0.306897755450966
"carbohydrate metabolic process"	GO:0005975	2	SPU_020959	0.916860252029423
"carbohydrate metabolic process"	GO:0005975	2	SPU_021072	-0.529782849120302
"carbohydrate metabolic process"	GO:0005975	2	SPU_021377	-8.47180553754913
"carbohydrate metabolic process"	GO:0005975	2	SPU_021559	0.825920588164486
"carbohydrate metabolic process"	GO:0005975	2	SPU_021638	-1.13299069158732
"carbohydrate metabolic process"	GO:0005975	2	SPU_021752	-0.211838452425468
"carbohydrate metabolic process"	GO:0005975	2	SPU_022051	-0.0176179717099537
"carbohydrate metabolic process"	GO:0005975	2	SPU_022088	1.06488554549925
"carbohydrate metabolic process"	GO:0005975	2	SPU_022228	-2.21670490154234
"carbohydrate metabolic process"	GO:0005975	2	SPU_022358	-1.09883356479165
"carbohydrate metabolic process"	GO:0005975	2	SPU_022476	1.50128601743146
"carbohydrate metabolic process"	GO:0005975	2	SPU_022658	-3.57604741154085
"carbohydrate metabolic process"	GO:0005975	2	SPU_022976	-2.71176470205478
"carbohydrate metabolic process"	GO:0005975	2	SPU_023057	0.12005777551937
"carbohydrate metabolic process"	GO:0005975	2	SPU_023166	-0.648296515726865
"carbohydrate metabolic process"	GO:0005975	2	SPU_023414	0.68891660683176
"carbohydrate metabolic process"	GO:0005975	2	SPU_023511	-1.73311020282683
"carbohydrate metabolic process"	GO:0005975	2	SPU_023515	-1.02633229890898
"carbohydrate metabolic process"	GO:0005975	2	SPU_023564	-1.31335330410329
"carbohydrate metabolic process"	GO:0005975	2	SPU_023680	-2.6711900472987
"carbohydrate metabolic process"	GO:0005975	2	SPU_023711	-5.02734147167065
"carbohydrate metabolic process"	GO:0005975	2	SPU_023772	-0.206202527677058
"carbohydrate metabolic process"	GO:0005975	2	SPU_023778	1.14786535565156
"carbohydrate metabolic process"	GO:0005975	2	SPU_023834	9.24481700669569
"carbohydrate metabolic process"	GO:0005975	2	SPU_024011	-0.391229560287613
"carbohydrate metabolic process"	GO:0005975	2	SPU_024102	7.4053462365944
"carbohydrate metabolic process"	GO:0005975	2	SPU_024535	-7.90249238561898
"carbohydrate metabolic process"	GO:0005975	2	SPU_024806	-0.242526295098234
"carbohydrate metabolic process"	GO:0005975	2	SPU_025055	-0.0207670751616234
"carbohydrate metabolic process"	GO:0005975	2	SPU_025092	-1.45625658022356
"carbohydrate metabolic process"	GO:0005975	2	SPU_025394	-7.5295387565534
"carbohydrate metabolic process"	GO:0005975	2	SPU_025624	0.544875229310504
"carbohydrate metabolic process"	GO:0005975	2	SPU_025877	-1.60108126589489
"carbohydrate metabolic process"	GO:0005975	2	SPU_025934	-0.778225270813026
"carbohydrate metabolic process"	GO:0005975	2	SPU_026104	0.64819859800392
"carbohydrate metabolic process"	GO:0005975	2	SPU_026135	-147.30857475401
"carbohydrate metabolic process"	GO:0005975	2	SPU_026261	-0.217011716921414
"carbohydrate metabolic process"	GO:0005975	2	SPU_026475	2.26889531999852
"carbohydrate metabolic process"	GO:0005975	2	SPU_026608	1.08479859295711
"carbohydrate metabolic process"	GO:0005975	2	SPU_026714	-1.60397016142772
"carbohydrate metabolic process"	GO:0005975	2	SPU_026800	-2.0413073545949
"carbohydrate metabolic process"	GO:0005975	2	SPU_026801	-0.515093760894686
"carbohydrate metabolic process"	GO:0005975	2	SPU_026807	0.34937590981795
"carbohydrate metabolic process"	GO:0005975	2	SPU_026833	-0.684112606951246
"carbohydrate metabolic process"	GO:0005975	2	SPU_026834	3.71577462037238
"carbohydrate metabolic process"	GO:0005975	2	SPU_026835	-0.106258714034964
"carbohydrate metabolic process"	GO:0005975	2	SPU_026839	-0.68514790248715
"carbohydrate metabolic process"	GO:0005975	2	SPU_026922	-5.35413421748435
"carbohydrate metabolic process"	GO:0005975	2	SPU_026923	0.134632873704087
"carbohydrate metabolic process"	GO:0005975	2	SPU_026924	0.599525108534683
"carbohydrate metabolic process"	GO:0005975	2	SPU_027046	-1.58996868783402
"carbohydrate metabolic process"	GO:0005975	2	SPU_027232	1.30160368294521
"carbohydrate metabolic process"	GO:0005975	2	SPU_027246	1.0911076763912
"carbohydrate metabolic process"	GO:0005975	2	SPU_027281	-0.219967698349987
"carbohydrate metabolic process"	GO:0005975	2	SPU_027561	-2.47546557755764
"carbohydrate metabolic process"	GO:0005975	2	SPU_027563	-0.750209943349324
"carbohydrate metabolic process"	GO:0005975	2	SPU_027595	-0.447676790916051
"carbohydrate metabolic process"	GO:0005975	2	SPU_027649	2.07091998034728
"carbohydrate metabolic process"	GO:0005975	2	SPU_027650	-0.293954660322542
"carbohydrate metabolic process"	GO:0005975	2	SPU_027758	-0.0379827715771923
"carbohydrate metabolic process"	GO:0005975	2	SPU_027889	1.19335797002654
"carbohydrate metabolic process"	GO:0005975	2	SPU_027923	-0.0650982249779997
"carbohydrate metabolic process"	GO:0005975	2	SPU_027935	-0.793969996206796
"carbohydrate metabolic process"	GO:0005975	2	SPU_027960	0.198285858755746
"carbohydrate metabolic process"	GO:0005975	2	SPU_028105	0.0526419244028721
"carbohydrate metabolic process"	GO:0005975	2	SPU_028142	-1.50449377482256
"carbohydrate metabolic process"	GO:0005975	2	SPU_028178	-0.538145644986978
"carbohydrate metabolic process"	GO:0005975	2	SPU_028199	0.0385845084889189
"carbohydrate metabolic process"	GO:0005975	2	SPU_028307	1.03963055203167
"carbohydrate metabolic process"	GO:0005975	2	SPU_028520	-0.340793596207935
"carbohydrate metabolic process"	GO:0005975	2	SPU_028876	-0.280689937428754
"carbohydrate metabolic process"	GO:0005975	2	SPU_028917	-1.81240634343569
"deoxyribonucleoside diphosphate metabolic process"	GO:0009186	2	SPU_002308	0.183590759343762
"deoxyribonucleoside diphosphate metabolic process"	GO:0009186	2	SPU_002670	-2.35720269884812
"deoxyribonucleoside diphosphate metabolic process"	GO:0009186	2	SPU_004303	-0.654442744281942
"deoxyribonucleoside diphosphate metabolic process"	GO:0009186	2	SPU_005342	-0.940792911012337
"deoxyribonucleoside diphosphate metabolic process"	GO:0009186	2	SPU_009358	0.340011636454511
"deoxyribonucleoside diphosphate metabolic process"	GO:0009186	2	SPU_013400	-3.56830370255248
"deoxyribonucleoside diphosphate metabolic process"	GO:0009186	2	SPU_017651	-4.28423419946195
"deoxyribonucleoside diphosphate metabolic process"	GO:0009186	2	SPU_020024	0.678645177256978
"deoxyribonucleoside diphosphate metabolic process"	GO:0009186	2	SPU_024933	5.32209591371367
"mitotic cell cycle process"	GO:1903047	2	SPU_008501	0.954531519206987
"mitotic cell cycle process"	GO:1903047	2	SPU_010420	1.28687747102213
"mitotic cell cycle process"	GO:1903047	2	SPU_010530	0.25049625788395
"mitotic cell cycle process"	GO:1903047	2	SPU_010956	1.71742388849971
"mitotic cell cycle process"	GO:1903047	2	SPU_011310	-0.805189661016438
"mitotic cell cycle process"	GO:1903047	2	SPU_011563	-2.93164699488961
"mitotic cell cycle process"	GO:1903047	2	SPU_012150	-2.94312687841258
"mitotic cell cycle process"	GO:1903047	2	SPU_012565	-0.181086202551369
"mitotic cell cycle process"	GO:1903047	2	SPU_016042	0.136871475798649
"mitotic cell cycle process"	GO:1903047	2	SPU_018309	2.01431507063864
"mitotic cell cycle process"	GO:1903047	2	SPU_018926	0.223786925972283
"mitotic cell cycle process"	GO:1903047	2	SPU_021501	0.807293451451749
"mitotic cell cycle process"	GO:1903047	2	SPU_022927	1.5710923208469
"mitotic cell cycle process"	GO:1903047	2	SPU_023720	0.485142835970273
"mitotic cell cycle process"	GO:1903047	2	SPU_024546	-2.55803710069203
"mitotic cell cycle process"	GO:1903047	2	SPU_024801	-0.654971877253304
"mitotic cell cycle process"	GO:1903047	2	SPU_026774	-1.28379316459153
"mitotic cell cycle process"	GO:1903047	2	SPU_027844	2.48361906906903
"mitotic cell cycle process"	GO:1903047	2	SPU_027898	-0.173991124656629
"mitotic cell cycle process"	GO:1903047	2	SPU_028622	0.0923063398914506
"locomotion"	GO:0040011	1	SPU_000719	-0.871566716537749
"locomotion"	GO:0040011	1	SPU_003865	18.0260520578562
