"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-74 0.731891409984514 3 5 "GO:0017053" "transcription repressor complex" 0.883483913689892
-52 0.722847761974108 3 11 "GO:0017119" "Golgi transport complex" 0.883483913689892
101 0.638241711204622 2 5 "GO:0019773" "proteasome core complex, alpha-subunit complex" 0.842726098986079
129 0.354793868917711 2 12 "GO:0019866;GO:0005743" "organelle inner membrane" 0.715527775372745
-373 0.0836640058524534 2 5 "GO:0019898" "extrinsic component of membrane" 0.255457354286242
-396 2.59928943761234e-08 3 47 "GO:0030117" "membrane coat" 1.01372288066881e-06
-427 3.59196539140187e-05 2 22 "GO:0030120" "vesicle coat" 0.000700433251323365
-117 0.521090845977049 3 7 "GO:0030125;GO:0030118" "clathrin coat" 0.811048812873223
-643 0.00282893192776374 3 5 "GO:0030126" "COPI vesicle coat" 0.0220656690365572
-542 0.000197654695876209 2 11 "GO:0030127" "COPII vesicle coat" 0.00272107415218643
129 0.550657232496217 2 5 "GO:0030130;GO:0030132" "clathrin coat of trans-Golgi network vesicle" 0.811048812873223
-187 0.120868634298915 4 16 "GO:0030131;GO:0030119" "AP-type membrane coat adaptor complex" 0.336705481261263
-3 0.988692967519488 3 7 "GO:0030173;GO:0031228" "intrinsic component of Golgi membrane" 0.997216182756725
154 0.0543670383899126 2 37 "GO:0030286" "dynein complex" 0.181741242617708
439 0.00399903756060196 2 10 "GO:0030684;GO:0032040" "preribosome" 0.0259937441439127
133 0.435082225245635 4 8 "GO:0030915;GO:0106068" "SUMO ligase complex" 0.763767500663765
-173 0.0325371172661893 3 36 "GO:0031012;GO:0030312" "extracellular matrix" 0.124658569978549
19 0.756095329597761 3 62 "GO:0031090" "organelle membrane" 0.893567207706445
-378 0.0383180969519192 3 7 "GO:0031227" "intrinsic component of endoplasmic reticulum membrane" 0.140100541980455
-107 0.261204253659717 4 26 "GO:0031301;GO:0031300" "intrinsic component of organelle membrane" 0.597830138834344
-177 0.171061949158663 4 14 "GO:0031410;GO:0097708;GO:0031982" "vesicle" 0.425835064926884
-143 0.112289474646186 2 29 "GO:0031461" "cullin-RING ubiquitin ligase complex" 0.328446713340094
-161 0.454702236134677 2 5 "GO:0031932" "TORC2 complex" 0.763767500663765
27 0.789047788843981 2 23 "GO:0031966" "mitochondrial membrane" 0.913594759314817
-125 0.524558911114902 2 6 "GO:0032039" "integrator complex" 0.811048812873223
272 0.0202111573700563 3 17 "GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 0.0875816819369106
167 0.197003410236239 2 14 "GO:0033178" "proton-transporting two-sector ATPase complex, catalytic domain" 0.460987979952799
15 0.919387900173667 2 10 "GO:0033179" "proton-transporting V-type ATPase, V0 domain" 0.952908700869019
236 0.272761015140509 2 5 "GO:0033180" "proton-transporting V-type ATPase, V1 domain" 0.602132807008294
21 0.896078660601281 2 9 "GO:0034464" "BBSome" 0.952908700869019
-79 0.554563290853486 4 13 "GO:0034703;GO:0034702;GO:1902495;GO:1990351" "transporter complex" 0.811048812873223
-18 0.915223817446722 2 8 "GO:0038201" "TOR complex" 0.952908700869019
145 0.425129399128446 2 7 "GO:0042555" "MCM complex" 0.763767500663765
170 0.320142560371818 3 8 "GO:0042765;GO:0008303;GO:1905369" "endopeptidase complex" 0.6734613532892
269 1.8560494342129e-14 3 215 "GO:0043232;GO:0043228" "non-membrane-bounded organelle" 1.08578891901455e-12
490 6.08194766218695e-06 2 20 "GO:0044391" "ribosomal subunit" 0.000177896969118968
-351 0.00650569862636422 4 14 "GO:0045211;GO:0097060;GO:0098590" "synaptic membrane" 0.0372080753340013
-159 0.41905425856961 2 6 "GO:0048500" "signal recognition particle" 0.763767500663765
379 0.0787915112831871 3 5 "GO:0055029;GO:0000428;GO:0030880" "DNA-directed RNA polymerase complex" 0.249151535679267
121 0.365658442671395 4 13 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 0.715527775372745
-21 0.924344432815166 4 5 "GO:0070461" "SAGA-type complex" 0.952908700869019
-49 0.804275728285694 3 6 "GO:0070652" "HAUS complex" 0.913594759314817
-66 0.609913788669346 2 14 "GO:0071203" "WASH complex" 0.842726098986079
119 0.312038959644859 2 17 "GO:0090575" "RNA polymerase II transcription regulator complex" 0.6734613532892
498 0.0114190247598832 3 6 "GO:0097525;GO:0030532;GO:0120114" "Sm-like protein family complex" 0.0534410358762534
-47 0.577525209899262 2 33 "GO:0098588" "bounding membrane of organelle" 0.824029872661142
-127 0.00136865842032416 2 163 "GO:0098796" "membrane protein complex" 0.0131567388717938
-166 0.0330291937550002 3 39 "GO:0098797" "plasma membrane protein complex" 0.124658569978549
276 0.00624950866909109 2 23 "GO:0098798" "mitochondrial protein-containing complex" 0.0372080753340013
318 0.00675793422929049 2 17 "GO:0098800" "inner mitochondrial membrane protein complex" 0.0372080753340013
-65 0.545578655307969 2 20 "GO:0099023" "vesicle tethering complex" 0.811048812873223
63 0.127601708560355 2 150 "GO:0140513" "nuclear protein-containing complex" 0.347195346547943
-53 0.64208714161836 2 18 "GO:0140534" "endoplasmic reticulum protein-containing complex" 0.842726098986079
0 0.999123841040253 2 95 "GO:0140535" "intracellular protein-containing complex" 0.999123841040253
51 0.180711074202848 2 180 "GO:1902494" "catalytic complex" 0.440483243369442
156 0.47001076963924 3 5 "GO:1902562" "H4 histone acetyltransferase complex" 0.763767500663765
296 0.0653981174249323 2 9 "GO:1904949;GO:0031011;GO:0033202;GO:0097346;GO:0070603" "ATPase complex" 0.21254388163103
173 0.165376537123367 2 15 "GO:1905368" "peptidase complex" 0.420631627031173
-63 0.681495453907841 2 10 "GO:1990204" "oxidoreductase complex" 0.866684435948015
-7 0.900053440582816 2 90 "GO:1990234" "transferase complex" 0.952908700869019
250 6.8982752285734e-05 2 61 "GO:1990904" "ribonucleoprotein complex" 0.00115299743106155
